Model,Language,Temp,vul@1,in_vul@1,security@1,in_security@1,vul@3,in_vul@3,security@3,in_security@3,vul@5,in_vul@5,security@5,in_security@5
qwen2.5,Malay,0.0,2.0,5.0,90.0,75.0,6.0,15.0,90.0,75.0,10.0,25.0,90.0,75.0
qwen2.5,Portuguese,0.0,2.61,5.22,86.96,73.91,7.83,15.65,86.96,73.91,13.04,26.09,86.96,73.91
qwen2.5,Vietnamese,0.0,2.86,6.67,85.71,66.67,8.57,20.0,85.71,66.67,14.29,33.33,85.71,66.67
qwen2.5,Estonian,0.0,3.64,4.55,81.82,77.27,10.91,13.64,81.82,77.27,18.18,22.73,81.82,77.27
qwen2.5,Hungarian,0.0,2.86,4.76,85.71,76.19,8.57,14.29,85.71,76.19,14.29,23.81,85.71,76.19
qwen2.5,Chinese,0.0,3.2,5.6,84.0,72.0,9.6,16.8,84.0,72.0,16.0,28.0,84.0,72.0
qwen2.5,Russian,0.0,3.33,7.5,83.33,62.5,10.0,22.5,83.33,62.5,16.67,37.5,83.33,62.5
qwen2.5,French,0.0,2.61,5.22,86.96,73.91,7.83,15.65,86.96,73.91,13.04,26.09,86.96,73.91
qwen2.5,Italian,0.0,2.73,5.45,86.36,72.73,8.18,16.36,86.36,72.73,13.64,27.27,86.36,72.73
qwen2.5,Indonesian,0.0,2.86,4.76,85.71,76.19,8.57,14.29,85.71,76.19,14.29,23.81,85.71,76.19
qwen2.5,German,0.0,3.64,4.55,81.82,77.27,10.91,13.64,81.82,77.27,18.18,22.73,81.82,77.27
qwen2.5,English,0.2,13.68,27.37,84.21,68.42,15.79,37.89,84.21,57.89,15.79,42.11,84.21,57.89
qwen2.5,Persian,0.2,14.4,30.4,84.0,68.0,16.0,35.6,84.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,Afrikaans,0.2,17.6,33.6,80.0,64.0,19.6,41.6,80.0,56.0,20.0,44.0,80.0,56.0
qwen2.5,Dutch,0.2,14.4,26.4,84.0,76.0,16.0,34.8,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Hebrew,0.2,15.2,27.2,84.0,68.0,19.6,36.4,80.0,60.0,20.0,40.0,80.0,60.0
qwen2.5,Turkish,0.2,13.33,25.83,83.33,62.5,16.25,40.0,83.33,58.33,16.67,45.83,83.33,54.17
qwen2.5,Spanish,0.2,12.8,25.6,88.0,72.0,14.4,31.2,84.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,Finnish,0.2,9.57,25.22,86.96,69.57,11.3,31.3,86.96,65.22,13.04,34.78,86.96,65.22
qwen2.5,Bulgarian,0.2,16.0,26.4,84.0,68.0,16.0,33.6,84.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,Arabic,0.2,12.8,21.6,88.0,80.0,16.8,30.0,80.0,68.0,20.0,32.0,80.0,68.0
qwen2.5,Tagalog,0.2,15.2,28.8,84.0,64.0,16.0,34.4,84.0,64.0,16.0,36.0,84.0,64.0
qwen2.5,Greek,0.2,9.17,20.0,87.5,70.83,10.83,26.67,87.5,66.67,12.5,33.33,87.5,66.67
qwen2.5,Malay,0.2,12.5,30.83,87.5,70.83,15.0,35.83,87.5,62.5,16.67,37.5,83.33,62.5
qwen2.5,Portuguese,0.2,13.6,30.4,84.0,64.0,15.6,41.2,84.0,56.0,16.0,44.0,84.0,56.0
qwen2.5,Vietnamese,0.2,12.0,28.8,88.0,72.0,14.4,36.4,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Estonian,0.2,16.8,26.4,80.0,72.0,18.4,32.8,80.0,64.0,20.0,36.0,80.0,64.0
qwen2.5,Hungarian,0.2,11.2,21.6,84.0,72.0,14.4,29.6,84.0,68.0,16.0,32.0,84.0,68.0
qwen2.5,Chinese,0.2,16.0,29.6,84.0,72.0,16.0,34.0,84.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,Russian,0.2,15.2,32.0,84.0,72.0,16.0,40.8,84.0,56.0,16.0,44.0,84.0,56.0
qwen2.5,French,0.2,13.6,28.0,88.0,72.0,15.6,37.2,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Italian,0.2,12.8,25.6,88.0,68.0,14.4,34.4,88.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,Indonesian,0.2,16.67,25.0,83.33,70.83,16.67,29.17,83.33,70.83,16.67,29.17,83.33,70.83
qwen2.5,German,0.2,16.0,25.6,84.0,72.0,16.0,32.4,84.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,English,0.4,13.04,20.87,91.3,78.26,16.96,34.35,82.61,60.87,17.39,39.13,82.61,60.87
qwen2.5,Persian,0.4,15.2,27.2,84.0,68.0,18.4,35.6,80.0,64.0,20.0,36.0,80.0,64.0
qwen2.5,Afrikaans,0.4,13.6,30.4,84.0,68.0,16.0,41.2,84.0,68.0,16.0,48.0,84.0,52.0
qwen2.5,Dutch,0.4,13.6,27.2,84.0,68.0,15.6,35.6,84.0,64.0,16.0,36.0,84.0,64.0
qwen2.5,Hebrew,0.4,16.0,28.0,80.0,72.0,19.6,34.4,80.0,68.0,20.0,36.0,80.0,64.0
qwen2.5,Turkish,0.4,12.0,25.6,92.0,68.0,15.6,34.8,88.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Spanish,0.4,12.0,24.8,88.0,80.0,12.0,36.0,88.0,64.0,12.0,40.0,88.0,60.0
qwen2.5,Finnish,0.4,13.33,24.17,83.33,75.0,18.75,37.5,79.17,66.67,20.83,41.67,79.17,58.33
qwen2.5,Bulgarian,0.4,15.2,28.8,84.0,76.0,16.0,37.6,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Arabic,0.4,13.6,26.4,88.0,80.0,16.0,35.2,84.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,Tagalog,0.4,16.0,26.4,80.0,64.0,18.4,36.4,80.0,60.0,20.0,40.0,80.0,60.0
qwen2.5,Greek,0.4,9.17,24.17,91.67,79.17,10.83,32.08,87.5,62.5,12.5,37.5,87.5,62.5
qwen2.5,Malay,0.4,12.0,28.0,88.0,68.0,15.6,39.6,84.0,64.0,16.0,44.0,84.0,56.0
qwen2.5,Portuguese,0.4,15.2,31.2,84.0,64.0,18.4,40.4,80.0,60.0,20.0,44.0,80.0,56.0
qwen2.5,Vietnamese,0.4,12.8,29.6,84.0,64.0,16.8,40.4,80.0,56.0,20.0,44.0,80.0,56.0
qwen2.5,Estonian,0.4,14.4,22.4,92.0,80.0,16.0,32.0,84.0,68.0,16.0,40.0,84.0,60.0
qwen2.5,Hungarian,0.4,13.6,25.6,84.0,68.0,16.0,36.8,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Chinese,0.4,13.6,26.4,84.0,68.0,16.0,38.0,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Russian,0.4,15.2,31.2,88.0,80.0,16.0,43.2,84.0,56.0,16.0,44.0,84.0,56.0
qwen2.5,French,0.4,16.0,28.8,84.0,64.0,19.6,38.0,80.0,60.0,20.0,40.0,80.0,60.0
qwen2.5,Italian,0.4,13.6,24.0,88.0,76.0,15.6,37.6,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Indonesian,0.4,13.6,28.8,88.0,72.0,16.0,36.0,84.0,64.0,16.0,36.0,84.0,64.0
qwen2.5,German,0.4,16.0,25.6,84.0,68.0,16.0,35.6,84.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,English,0.6,14.4,20.0,84.0,80.0,16.0,28.4,84.0,72.0,16.0,32.0,84.0,68.0
qwen2.5,Persian,0.6,12.0,27.2,84.0,72.0,16.0,38.0,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Afrikaans,0.6,12.8,32.0,84.0,68.0,16.0,46.8,84.0,52.0,16.0,52.0,84.0,48.0
qwen2.5,Dutch,0.6,16.8,27.2,80.0,68.0,19.6,38.8,80.0,64.0,20.0,44.0,80.0,56.0
qwen2.5,Hebrew,0.6,16.0,27.2,84.0,68.0,18.4,38.4,84.0,60.0,20.0,48.0,80.0,52.0
qwen2.5,Turkish,0.6,12.8,28.0,84.0,68.0,18.0,41.2,80.0,56.0,20.0,44.0,80.0,56.0
qwen2.5,Spanish,0.6,12.8,21.6,88.0,80.0,16.0,32.4,84.0,64.0,16.0,36.0,84.0,64.0
qwen2.5,Finnish,0.6,10.4,20.0,92.0,88.0,14.0,32.8,84.0,64.0,16.0,36.0,84.0,64.0
qwen2.5,Bulgarian,0.6,13.6,25.6,88.0,72.0,16.0,36.4,84.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,Arabic,0.6,14.4,21.6,92.0,84.0,18.4,32.0,80.0,68.0,20.0,36.0,80.0,64.0
qwen2.5,Tagalog,0.6,14.4,28.8,84.0,68.0,18.4,37.6,80.0,60.0,20.0,40.0,80.0,60.0
qwen2.5,Greek,0.6,12.5,20.83,87.5,79.17,16.25,28.33,83.33,75.0,16.67,29.17,83.33,70.83
qwen2.5,Malay,0.6,11.2,19.2,88.0,80.0,14.4,31.6,84.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,Portuguese,0.6,12.0,28.0,84.0,68.0,18.0,40.4,80.0,60.0,20.0,44.0,80.0,56.0
qwen2.5,Vietnamese,0.6,14.4,21.6,84.0,76.0,16.0,32.0,84.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,Estonian,0.6,10.4,20.0,92.0,80.0,15.2,32.8,84.0,64.0,16.0,36.0,84.0,64.0
qwen2.5,Hungarian,0.6,14.4,25.6,84.0,72.0,16.0,36.0,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Chinese,0.6,11.2,22.4,88.0,68.0,15.6,36.0,84.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,Russian,0.6,12.0,28.8,88.0,68.0,14.4,41.6,88.0,60.0,16.0,44.0,84.0,56.0
qwen2.5,French,0.6,12.0,26.4,88.0,72.0,14.4,38.8,84.0,64.0,16.0,44.0,84.0,56.0
qwen2.5,Italian,0.6,13.6,23.2,88.0,80.0,16.8,36.8,80.0,60.0,20.0,44.0,80.0,56.0
qwen2.5,Indonesian,0.6,12.8,24.0,88.0,68.0,16.0,36.0,84.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,German,0.6,13.6,26.4,88.0,76.0,16.0,38.4,84.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,English,0.8,12.0,17.6,96.0,84.0,16.0,28.0,84.0,72.0,16.0,32.0,84.0,68.0
qwen2.5,Persian,0.8,14.4,30.4,88.0,72.0,16.0,47.2,84.0,52.0,16.0,56.0,84.0,44.0
qwen2.5,Afrikaans,0.8,12.8,28.8,84.0,68.0,18.0,44.0,80.0,56.0,20.0,48.0,80.0,52.0
qwen2.5,Dutch,0.8,12.8,24.8,88.0,72.0,15.6,36.0,88.0,60.0,16.0,40.0,84.0,60.0
qwen2.5,Hebrew,0.8,13.6,20.0,80.0,76.0,19.6,30.8,80.0,72.0,20.0,36.0,80.0,64.0
qwen2.5,Turkish,0.8,10.4,23.2,88.0,76.0,15.2,42.4,84.0,60.0,16.0,52.0,84.0,48.0
qwen2.5,Spanish,0.8,13.6,24.0,84.0,68.0,16.0,36.4,84.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,Finnish,0.8,10.4,19.2,92.0,84.0,17.6,36.4,80.0,64.0,20.0,44.0,80.0,56.0
qwen2.5,Bulgarian,0.8,12.8,24.8,96.0,76.0,18.0,44.0,80.0,48.0,20.0,52.0,80.0,48.0
qwen2.5,Arabic,0.8,13.6,22.4,88.0,80.0,18.4,33.6,80.0,68.0,20.0,36.0,80.0,64.0
qwen2.5,Tagalog,0.8,12.0,24.8,92.0,72.0,18.0,42.0,80.0,52.0,20.0,48.0,80.0,52.0
qwen2.5,Greek,0.8,9.6,24.8,88.0,68.0,12.8,39.6,88.0,56.0,16.0,44.0,84.0,56.0
qwen2.5,Malay,0.8,12.8,17.6,88.0,88.0,18.4,30.4,80.0,64.0,20.0,36.0,80.0,64.0
qwen2.5,Portuguese,0.8,13.6,25.6,84.0,68.0,20.4,39.2,84.0,64.0,24.0,44.0,76.0,56.0
qwen2.5,Vietnamese,0.8,9.6,22.4,92.0,80.0,12.8,35.6,88.0,68.0,16.0,40.0,84.0,60.0
qwen2.5,Estonian,0.8,11.2,22.4,92.0,80.0,15.6,37.2,84.0,60.0,16.0,44.0,84.0,56.0
qwen2.5,Hungarian,0.8,13.6,27.2,88.0,76.0,20.8,44.4,76.0,52.0,24.0,48.0,76.0,52.0
qwen2.5,Chinese,0.8,12.0,24.0,88.0,76.0,15.6,36.4,84.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,Russian,0.8,14.4,28.0,92.0,72.0,18.4,41.6,84.0,56.0,20.0,44.0,80.0,56.0
qwen2.5,French,0.8,13.6,24.0,92.0,84.0,16.0,36.8,84.0,64.0,16.0,44.0,84.0,56.0
qwen2.5,Italian,0.8,12.8,24.8,88.0,76.0,19.2,37.6,80.0,60.0,20.0,40.0,80.0,60.0
qwen2.5,Indonesian,0.8,11.2,22.4,88.0,68.0,15.6,37.6,84.0,64.0,16.0,44.0,84.0,56.0
qwen2.5,German,0.8,13.6,24.0,84.0,80.0,18.4,36.4,84.0,64.0,20.0,40.0,80.0,60.0
qwen2.5,English,1.0,12.8,20.0,84.0,72.0,18.4,34.4,84.0,60.0,20.0,40.0,80.0,60.0
qwen2.5,Persian,1.0,11.2,19.2,92.0,84.0,18.0,31.6,84.0,72.0,20.0,36.0,80.0,64.0
qwen2.5,Afrikaans,1.0,13.33,24.17,79.17,66.67,19.17,41.25,79.17,62.5,20.83,50.0,79.17,50.0
qwen2.5,Dutch,1.0,15.0,25.0,91.67,83.33,21.67,40.0,79.17,66.67,25.0,45.83,75.0,54.17
qwen2.5,Hebrew,1.0,11.67,20.0,91.67,83.33,17.08,32.5,79.17,62.5,20.83,41.67,79.17,58.33
qwen2.5,Turkish,1.0,11.2,24.0,84.0,76.0,15.6,40.4,84.0,56.0,16.0,48.0,84.0,52.0
qwen2.5,Spanish,1.0,8.8,21.6,92.0,88.0,17.6,36.8,80.0,64.0,20.0,40.0,80.0,60.0
qwen2.5,Finnish,1.0,11.2,22.4,84.0,72.0,18.0,37.2,80.0,56.0,20.0,44.0,80.0,56.0
qwen2.5,Bulgarian,1.0,12.8,25.6,84.0,76.0,16.0,37.6,84.0,64.0,16.0,44.0,84.0,56.0
qwen2.5,Arabic,1.0,8.8,16.0,88.0,80.0,15.2,30.8,88.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,Tagalog,1.0,10.4,21.6,88.0,76.0,16.0,32.8,84.0,68.0,16.0,36.0,84.0,64.0
qwen2.5,Greek,1.0,11.2,24.8,88.0,60.0,16.8,40.0,84.0,56.0,20.0,44.0,80.0,56.0
qwen2.5,Malay,1.0,14.4,28.8,88.0,76.0,20.8,41.2,80.0,60.0,24.0,48.0,76.0,52.0
qwen2.5,Portuguese,1.0,11.2,21.6,88.0,88.0,15.6,36.0,84.0,64.0,16.0,40.0,84.0,60.0
qwen2.5,Vietnamese,1.0,10.4,22.4,96.0,88.0,14.4,33.2,84.0,68.0,16.0,40.0,84.0,60.0
qwen2.5,Estonian,1.0,14.17,22.5,87.5,75.0,19.17,39.17,79.17,58.33,20.83,45.83,79.17,54.17
qwen2.5,Hungarian,1.0,10.4,25.6,88.0,72.0,15.2,43.2,80.0,56.0,20.0,52.0,80.0,48.0
qwen2.5,Chinese,1.0,14.17,25.0,83.33,66.67,18.75,38.75,83.33,62.5,20.83,41.67,79.17,58.33
qwen2.5,Russian,1.0,8.8,25.6,92.0,72.0,14.0,39.6,88.0,64.0,16.0,44.0,84.0,56.0
qwen2.5,French,1.0,13.6,23.2,88.0,80.0,18.4,33.6,84.0,64.0,20.0,36.0,80.0,64.0
qwen2.5,Italian,1.0,8.8,19.2,88.0,84.0,14.4,35.6,84.0,64.0,16.0,44.0,84.0,56.0
qwen2.5,Indonesian,1.0,10.4,20.8,96.0,84.0,16.4,38.0,80.0,60.0,20.0,48.0,80.0,52.0
qwen2.5,German,1.0,12.0,23.2,92.0,80.0,18.0,41.6,84.0,60.0,20.0,48.0,80.0,52.0
starcoder2,Afrikaans,0.0,0.0,1.82,100.0,90.91,0.0,5.45,100.0,90.91,0.0,9.09,100.0,90.91
starcoder2,Hebrew,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Turkish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Spanish,0.0,0.0,1.67,100.0,91.67,0.0,5.0,100.0,91.67,0.0,8.33,100.0,91.67
starcoder2,Bulgarian,0.0,0.0,2.5,100.0,87.5,0.0,7.5,100.0,87.5,0.0,12.5,100.0,87.5
starcoder2,Malay,0.0,0.0,3.33,100.0,83.33,0.0,10.0,100.0,83.33,0.0,16.67,100.0,83.33
starcoder2,Portuguese,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Estonian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Russian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,French,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Italian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Indonesian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,German,0.0,2.22,2.22,88.89,88.89,6.67,6.67,88.89,88.89,11.11,11.11,88.89,88.89
starcoder2,English,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Vietnamese,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Chinese,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Dutch,0.0,0.0,1.82,100.0,90.91,0.0,5.45,100.0,90.91,0.0,9.09,100.0,90.91
starcoder2,Hungarian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Tagalog,0.0,0.0,3.33,100.0,83.33,0.0,10.0,100.0,83.33,0.0,16.67,100.0,83.33
starcoder2,Finnish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Arabic,0.0,0.0,4.0,100.0,80.0,0.0,12.0,100.0,80.0,0.0,20.0,100.0,80.0
starcoder2,Persian,0.0,0.0,6.67,100.0,66.67,0.0,20.0,100.0,66.67,0.0,33.33,100.0,66.67
starcoder2,Greek,0.0,0.0,6.67,100.0,66.67,0.0,20.0,100.0,66.67,0.0,33.33,100.0,66.67
starcoder2,English,0.2,1.43,2.86,92.86,92.86,4.29,8.57,92.86,92.86,7.14,14.29,92.86,85.71
starcoder2,Persian,0.2,0.0,7.06,100.0,88.24,0.0,11.18,100.0,88.24,0.0,11.76,100.0,88.24
starcoder2,Afrikaans,0.2,0.95,5.71,100.0,95.24,2.86,10.48,100.0,95.24,4.76,14.29,95.24,85.71
starcoder2,Dutch,0.2,2.5,6.67,95.83,91.67,4.17,10.83,95.83,87.5,4.17,12.5,95.83,87.5
starcoder2,Hebrew,0.2,0.0,6.25,100.0,93.75,0.0,6.25,100.0,93.75,0.0,6.25,100.0,93.75
starcoder2,Turkish,0.2,0.0,4.44,100.0,94.44,0.0,5.56,100.0,94.44,0.0,5.56,100.0,94.44
starcoder2,Spanish,0.2,0.0,5.71,100.0,85.71,0.0,10.48,100.0,85.71,0.0,14.29,100.0,85.71
starcoder2,Finnish,0.2,0.91,3.64,100.0,90.91,2.73,9.55,95.45,86.36,4.55,13.64,95.45,86.36
starcoder2,Bulgarian,0.2,0.0,8.0,100.0,95.0,0.0,17.0,100.0,80.0,0.0,25.0,100.0,75.0
starcoder2,Arabic,0.2,0.0,8.24,100.0,94.12,0.0,11.18,100.0,88.24,0.0,11.76,100.0,88.24
starcoder2,Tagalog,0.2,0.0,4.0,100.0,93.33,0.0,6.67,100.0,93.33,0.0,6.67,100.0,93.33
starcoder2,Greek,0.2,1.18,5.88,94.12,94.12,3.53,12.94,94.12,82.35,5.88,17.65,94.12,82.35
starcoder2,Malay,0.2,0.0,4.71,100.0,88.24,0.0,9.41,100.0,88.24,0.0,11.76,100.0,88.24
starcoder2,Portuguese,0.2,0.95,3.81,100.0,100.0,2.86,10.0,95.24,85.71,4.76,14.29,95.24,85.71
starcoder2,Vietnamese,0.2,0.0,5.0,100.0,90.0,0.0,8.0,100.0,90.0,0.0,10.0,100.0,90.0
starcoder2,Estonian,0.2,0.0,3.64,100.0,100.0,0.0,7.27,100.0,95.45,0.0,9.09,100.0,90.91
starcoder2,Hungarian,0.2,0.0,0.95,100.0,100.0,0.0,2.86,100.0,100.0,0.0,4.76,100.0,95.24
starcoder2,Chinese,0.2,1.54,6.15,100.0,92.31,4.62,12.31,92.31,84.62,7.69,15.38,92.31,84.62
starcoder2,Russian,0.2,0.0,2.11,100.0,94.74,0.0,6.32,100.0,89.47,0.0,10.53,100.0,89.47
starcoder2,French,0.2,1.9,3.81,95.24,95.24,5.71,11.43,90.48,85.71,9.52,19.05,90.48,80.95
starcoder2,Italian,0.2,1.74,4.35,95.65,86.96,5.22,13.04,91.3,78.26,8.7,21.74,91.3,78.26
starcoder2,Indonesian,0.2,0.0,2.35,100.0,94.12,0.0,7.06,100.0,88.24,0.0,11.76,100.0,88.24
starcoder2,German,0.2,0.0,4.0,100.0,90.0,0.0,8.0,100.0,90.0,0.0,10.0,100.0,90.0
starcoder2,English,0.4,1.9,2.86,95.24,90.48,5.71,8.57,90.48,85.71,9.52,14.29,90.48,85.71
starcoder2,Persian,0.4,1.0,6.0,95.0,85.0,3.0,11.0,95.0,85.0,5.0,15.0,95.0,85.0
starcoder2,Afrikaans,0.4,1.67,7.5,95.83,87.5,3.75,15.83,95.83,83.33,4.17,20.83,95.83,79.17
starcoder2,Dutch,0.4,3.2,8.8,96.0,88.0,4.0,12.8,96.0,84.0,4.0,16.0,96.0,84.0
starcoder2,Hebrew,0.4,0.0,1.67,100.0,95.83,0.0,3.75,100.0,95.83,0.0,4.17,100.0,95.83
starcoder2,Turkish,0.4,1.74,5.22,91.3,91.3,5.22,9.57,91.3,86.96,8.7,13.04,91.3,86.96
starcoder2,Spanish,0.4,0.87,3.48,95.65,91.3,2.61,9.13,95.65,91.3,4.35,13.04,95.65,86.96
starcoder2,Finnish,0.4,1.74,5.22,100.0,95.65,5.22,9.57,95.65,91.3,8.7,13.04,91.3,86.96
starcoder2,Bulgarian,0.4,0.83,5.0,95.83,91.67,2.5,11.67,95.83,83.33,4.17,16.67,95.83,83.33
starcoder2,Arabic,0.4,1.74,4.35,100.0,95.65,5.22,11.74,91.3,82.61,8.7,17.39,91.3,82.61
starcoder2,Tagalog,0.4,0.91,3.64,100.0,90.91,2.73,10.91,95.45,86.36,4.55,18.18,95.45,81.82
starcoder2,Greek,0.4,0.95,4.76,95.24,90.48,2.86,12.86,95.24,80.95,4.76,19.05,95.24,80.95
starcoder2,Malay,0.4,1.0,1.0,95.0,95.0,3.0,3.0,95.0,95.0,5.0,5.0,95.0,95.0
starcoder2,Portuguese,0.4,0.87,6.09,100.0,91.3,2.61,12.17,100.0,86.96,4.35,17.39,95.65,82.61
starcoder2,Vietnamese,0.4,2.73,9.09,95.45,86.36,6.82,19.55,95.45,77.27,9.09,27.27,90.91,72.73
starcoder2,Estonian,0.4,4.17,10.83,95.83,91.67,9.17,19.58,87.5,79.17,12.5,25.0,87.5,75.0
starcoder2,Hungarian,0.4,3.2,6.4,100.0,92.0,6.4,14.8,92.0,80.0,8.0,20.0,92.0,80.0
starcoder2,Chinese,0.4,3.0,5.0,100.0,100.0,5.0,11.0,95.0,85.0,5.0,15.0,95.0,85.0
starcoder2,Russian,0.4,5.0,10.83,91.67,83.33,9.17,22.08,87.5,79.17,12.5,29.17,87.5,70.83
starcoder2,French,0.4,1.74,6.96,95.65,91.3,3.91,13.48,95.65,86.96,4.35,17.39,95.65,82.61
starcoder2,Italian,0.4,1.82,2.73,100.0,95.45,5.45,8.18,95.45,90.91,9.09,13.64,90.91,86.36
starcoder2,Indonesian,0.4,1.67,5.83,100.0,95.83,5.0,15.0,91.67,79.17,8.33,20.83,91.67,79.17
starcoder2,German,0.4,2.5,9.17,95.83,87.5,6.25,20.42,95.83,83.33,8.33,29.17,91.67,70.83
starcoder2,English,0.6,1.67,4.17,95.83,95.83,3.75,10.0,95.83,87.5,4.17,12.5,95.83,87.5
starcoder2,Persian,0.6,1.6,6.4,100.0,92.0,4.8,16.0,92.0,76.0,8.0,24.0,92.0,76.0
starcoder2,Afrikaans,0.6,2.4,8.8,96.0,92.0,6.0,22.8,92.0,76.0,8.0,32.0,92.0,68.0
starcoder2,Dutch,0.6,4.17,7.5,87.5,83.33,11.25,18.75,83.33,75.0,16.67,25.0,83.33,75.0
starcoder2,Hebrew,0.6,1.0,6.0,95.0,85.0,3.0,16.5,95.0,80.0,5.0,25.0,95.0,75.0
starcoder2,Turkish,0.6,3.33,8.33,95.83,91.67,8.75,20.42,95.83,79.17,12.5,29.17,87.5,70.83
starcoder2,Spanish,0.6,2.61,5.22,95.65,95.65,6.52,13.04,91.3,82.61,8.7,17.39,91.3,82.61
starcoder2,Finnish,0.6,1.67,5.0,95.83,91.67,3.75,10.42,95.83,87.5,4.17,12.5,95.83,87.5
starcoder2,Bulgarian,0.6,2.5,6.67,95.83,87.5,7.5,16.67,95.83,83.33,12.5,25.0,87.5,75.0
starcoder2,Arabic,0.6,2.5,5.0,100.0,95.83,6.25,10.42,91.67,87.5,8.33,12.5,91.67,87.5
starcoder2,Tagalog,0.6,0.91,6.36,95.45,86.36,2.73,12.73,95.45,81.82,4.55,18.18,95.45,81.82
starcoder2,Greek,0.6,3.2,6.4,96.0,92.0,8.4,14.8,92.0,84.0,12.0,20.0,88.0,80.0
starcoder2,Malay,0.6,2.5,5.0,95.83,95.83,6.25,12.5,91.67,87.5,8.33,16.67,91.67,83.33
starcoder2,Portuguese,0.6,2.5,8.33,100.0,87.5,7.5,23.75,91.67,70.83,12.5,37.5,87.5,62.5
starcoder2,Vietnamese,0.6,3.33,7.5,91.67,87.5,8.75,18.75,87.5,79.17,12.5,25.0,87.5,75.0
starcoder2,Estonian,0.6,3.2,8.0,88.0,84.0,8.4,20.4,88.0,84.0,12.0,28.0,88.0,72.0
starcoder2,Hungarian,0.6,2.5,6.67,100.0,87.5,6.25,16.25,91.67,79.17,8.33,20.83,91.67,79.17
starcoder2,Chinese,0.6,0.0,2.5,100.0,95.83,0.0,7.5,100.0,91.67,0.0,12.5,100.0,87.5
starcoder2,Russian,0.6,0.87,5.22,100.0,91.3,2.61,14.35,95.65,82.61,4.35,21.74,95.65,78.26
starcoder2,French,0.6,5.0,10.83,95.83,83.33,11.67,24.17,87.5,70.83,16.67,29.17,83.33,70.83
starcoder2,Italian,0.6,1.6,4.0,96.0,92.0,4.8,12.0,92.0,88.0,8.0,20.0,92.0,80.0
starcoder2,Indonesian,0.6,0.87,5.22,100.0,86.96,2.61,13.04,100.0,86.96,4.35,17.39,95.65,82.61
starcoder2,German,0.6,2.4,4.8,100.0,100.0,7.2,11.2,88.0,84.0,12.0,16.0,88.0,84.0
starcoder2,English,0.8,3.33,6.67,95.83,83.33,8.75,17.5,91.67,79.17,12.5,25.0,87.5,75.0
